2.5986 , 1.2054 ,  -34
3.5145 , -0.7508 ,  547
3.4272 , -0.8634 ,  563
0.4095 , 0.5351 ,  -179
2.6000 , 1.2161 ,  203
0.9896 , 1.1885 ,  31
3.5649 , -0.5213 ,  513
3.3161 , -0.2029 ,  1024
0.1863 , 0.7132 ,  -200
3.3636 , 0.7177 ,  308
3.3891 , 0.3784 ,  408
5.3881 , 1.0499 ,  40
3.2715 , 0.1396 ,  997
3.5338 , 0.8237 ,  463
3.2243 , 0.8256 ,  448
0.8844 , -0.6494 ,  1760
3.4724 , 0.7335 ,  484
0.7098 , -0.0002 ,  1137
3.3321 , 0.2016 ,  1117
0.8609 , -0.7175 ,  839
2.9051 , -0.0006 ,  801
0.1761 , 0.7275 ,  -241
3.2761 , 0.2163 ,  1307
2.6408 , -0.1347 ,  663
2.9682 , 0.2267 ,  727
3.6792 , 0.9486 ,  241
0.6220 , 0.7391 ,  528
1.0812 , 1.2185 ,  895
5.9213 , 0.6007 ,  816
2.4966 , 0.3753 ,  556
2.9624 , 0.2285 ,  807
3.3002 , 0.4536 ,  1230
2.4524 , 0.8897 ,  638
5.0168 , -1.1145 ,  841
2.9683 , 0.2372 ,  843
3.2524 , 0.3175 ,  729
2.5419 , -0.0646 ,  1919
3.2559 , 0.2259 ,  -244
0.6999 , 0.6818 ,  637
3.2812 , 0.2517 ,  2281
2.4100 , -0.4219 ,  691
3.2510 , 0.2249 ,  1060
1.1178 , -0.9735 ,  1201
2.8267 , 0.2196 ,  911
2.3243 , 0.5833 ,  411
3.3617 , 0.4451 ,  1206
3.5343 , 0.8249 ,  465
2.8220 , 0.2063 ,  897
0.7257 , -0.5284 ,  1271
0.9533 , -0.6187 ,  1425
1.9934 , 1.1450 ,  131
3.3536 , -0.1012 ,  1241
3.4511 , 0.6468 ,  946
3.3556 , -0.1512 ,  1394
3.2902 , 0.1344 ,  448
0.0650 , -0.6841 ,  129
3.2110 , 0.2295 ,  131
0.9320 , -0.6308 ,  1636
2.5554 , -0.5444 ,  1088
3.3062 , 0.2063 ,  1517
3.1025 , -0.5028 ,  1739
3.3254 , 0.5680 ,  606
3.3285 , 0.0469 ,  938
0.9550 , -0.4597 ,  1396
1.3426 , -0.6547 ,  995
3.3023 , 0.2297 ,  -235
2.9595 , -0.5727 ,  730
2.2576 , -0.9621 ,  1051
2.9378 , -0.4670 ,  1434
3.2484 , 0.1277 ,  1243
2.2913 , -0.5898 ,  2102
3.2416 , 0.2762 ,  1571
3.9963 , 0.9831 ,  667
2.8098 , 0.2043 ,  778
3.3701 , -0.0209 ,  1239
0.9608 , -0.3243 ,  1779
3.2972 , 0.2191 ,  340
2.8287 , 0.2204 ,  704
3.3250 , 0.2033 ,  410
1.0999 , -0.5738 ,  1040
2.2400 , -0.4010 ,  1676
3.2613 , 0.1939 ,  916
1.1159 , -0.9703 ,  1256
3.4410 , -0.8640 ,  1453
0.1700 , 0.8436 ,  -202
0.9550 , -0.6212 ,  1947
5.7939 , 0.5473 ,  952
0.1325 , -0.5802 ,  1582
3.8613 , 0.0341 ,  1724
6.0091 , -0.6364 ,  1802
2.9939 , 0.7607 ,  770
3.9553 , 0.9733 ,  672
4.5247 , -1.0964 ,  1109
3.1769 , 1.1375 ,  1356
3.6483 , 0.0917 ,  1139
3.2372 , 0.0781 ,  1566
0.6783 , -0.1633 ,  1510
3.2570 , 0.5450 ,  716
1.9914 , -1.2135 ,  1466
3.2018 , 0.2601 ,  -142
3.2906 , 0.0463 ,  1736
0.9534 , -0.4019 ,  1717
0.6441 , -0.0202 ,  1430
1.1345 , -0.9588 ,  1504
0.2395 , -0.6577 ,  144
0.9963 , 1.2240 ,  1200
1.3319 , -0.6629 ,  1211
3.9553 , 0.0280 ,  1630
3.3386 , -0.0081 ,  1529
3.2237 , 0.2516 ,  2407
2.9536 , 0.3151 ,  960
4.9260 , -1.1375 ,  883
0.9001 , -0.3724 ,  1524
3.2282 , 0.5169 ,  930
5.8000 , -0.8232 ,  1750
0.3568 , 0.0917 ,  2272
1.6521 , 1.3676 ,  893
3.4899 , -0.4784 ,  2168
3.1311 , 0.9316 ,  1048
2.3371 , 1.3653 ,  1400
2.4013 , 0.1228 ,  1350
3.2786 , 0.4499 ,  1344
2.9300 , 0.9717 ,  699
3.4621 , 0.6387 ,  875
0.4219 , 0.2755 ,  657
1.1853 , -0.9530 ,  1063
2.4069 , 1.0478 ,  1373
3.1344 , -0.8897 ,  4229
4.4191 , -1.0335 ,  1499
0.4115 , -0.5134 ,  1481
0.0142 , 0.2818 ,  1050
3.4992 , -0.6393 ,  468
3.1146 , 0.9133 ,  1052
3.4919 , -0.3810 ,  1721
3.2659 , 0.2982 ,  1954
3.2681 , 0.2440 ,  1210
0.3700 , 0.1665 ,  2379
2.6433 , -1.1760 ,  1713
5.3985 , 1.1538 ,  1424
1.1431 , -0.9944 ,  1041
6.2737 , -0.5688 ,  227
3.1498 , -0.3295 ,  1705
3.2294 , 0.5110 ,  649
3.8078 , -0.7710 ,  1199
5.1703 , -0.2583 ,  -57
3.2717 , 0.2344 ,  2244
3.3546 , -0.7210 ,  2958
0.9688 , -0.8242 ,  1075
2.9233 , -0.6552 ,  3088
2.4404 , 1.2078 ,  696
5.9996 , -0.6922 ,  1751
0.7058 , 0.0077 ,  994
5.5807 , -0.8476 ,  2285
3.6183 , 1.0505 ,  1754
2.6780 , 0.0598 ,  1345
6.0743 , -0.4981 ,  1566
2.6266 , 0.9718 ,  1116
3.4823 , -0.4684 ,  2082
3.2727 , 0.2380 ,  1355
3.2962 , 0.2530 ,  486
0.6243 , -0.3706 ,  1509
2.6802 , 0.0605 ,  1238
2.4566 , -0.5664 ,  1664
5.2792 , -0.8444 ,  2854
4.6663 , 1.2242 ,  25
3.2640 , 0.1711 ,  532
3.5672 , 0.1551 ,  1151
3.2627 , 0.2270 ,  71
3.1107 , 0.6455 ,  928
0.4496 , 0.2382 ,  850
1.6653 , -0.4753 ,  1619
3.2623 , 0.2283 ,  801
0.4931 , -0.2398 ,  1745
3.1433 , -0.0192 ,  1465
3.4984 , -0.4788 ,  1868
3.2262 , 0.1017 ,  2238
6.1016 , -0.7395 ,  1575
0.5207 , 0.3317 ,  2472
2.8811 , 0.2426 ,  677
3.1326 , 0.9678 ,  1040
3.2965 , -0.0662 ,  1050
0.3986 , -0.1199 ,  1802
3.1899 , 0.8811 ,  774
3.3726 , 0.1960 ,  984
3.3307 , 0.0345 ,  1335
2.6325 , 1.1996 ,  14
3.2845 , 0.0020 ,  1128
3.2646 , 0.7696 ,  207
2.6917 , 1.2811 ,  2802
1.9369 , -0.4805 ,  1782
3.1876 , 0.6878 ,  995
0.7028 , -0.1441 ,  1510
3.7539 , 0.0687 ,  1507
3.2074 , 0.5794 ,  1086
3.2751 , 0.7268 ,  565
3.3384 , 0.0533 ,  785
0.9466 , -0.6197 ,  1302
2.9499 , -1.3302 ,  1680
3.3158 , 0.1776 ,  1870
0.9213 , -0.5869 ,  1905
2.9719 , 0.0565 ,  1251
3.4006 , -0.2625 ,  1353
3.7018 , -0.8372 ,  1416
0.9090 , -0.5422 ,  1169
2.6969 , 0.3810 ,  1271
3.1659 , 0.8821 ,  757
3.5912 , -0.8407 ,  3002
2.5760 , 1.2615 ,  1322
2.9436 , 0.2237 ,  628
1.1027 , -1.0077 ,  1176
3.3698 , 0.1975 ,  1347
3.9322 , 0.0297 ,  1972
3.1707 , -0.5194 ,  1936
3.5633 , -0.5928 ,  3737
2.3280 , 0.8956 ,  692
3.0174 , -0.5290 ,  1733
5.0239 , -0.9957 ,  3169
3.2914 , 0.1431 ,  1964
3.4960 , -0.7628 ,  3421
1.0492 , 1.1969 ,  1102
2.8262 , 0.2441 ,  665
6.0093 , -0.7574 ,  1712
3.1724 , 0.7516 ,  807
3.9507 , 0.0366 ,  1359
0.8899 , -0.6364 ,  1360
1.4259 , -1.1128 ,  1100
3.3012 , 0.1962 ,  2255
2.6978 , 0.7230 ,  592
3.1479 , 1.0803 ,  1445
6.0920 , -0.7432 ,  1608
3.2399 , 0.5218 ,  963
3.4288 , -0.1400 ,  1455
2.5624 , 1.1854 ,  3
3.1391 , 0.8894 ,  930
3.6366 , 0.7031 ,  2325
3.3582 , 0.2647 ,  1125
1.7790 , -0.4670 ,  2037
3.2342 , 0.3208 ,  893
0.1518 , -0.1465 ,  1652
3.3527 , 0.1481 ,  1009
5.1643 , -1.0237 ,  2031
2.4034 , -0.1552 ,  1838
2.8079 , 0.4350 ,  580
2.7122 , -0.5981 ,  2891
3.1120 , 1.0590 ,  1259
3.2919 , 0.0382 ,  1808
3.1352 , 0.7670 ,  831
5.5133 , 0.5218 ,  779
3.2107 , 0.8219 ,  1027
3.6811 , -0.5930 ,  4126
1.0642 , -0.7566 ,  898
0.8280 , -0.3592 ,  1603
3.2520 , -0.6939 ,  3396
5.1604 , -0.1802 ,  1563
5.2679 , -0.8442 ,  2829
0.9830 , 1.3376 ,  2536
1.0839 , -0.8360 ,  1212
1.9737 , 1.4959 ,  1905
3.1183 , -0.2439 ,  1818
0.8034 , -0.4550 ,  1686
2.8400 , 0.2341 ,  841
3.0946 , -0.5110 ,  1576
3.4602 , -0.3407 ,  2816
1.0902 , -0.9795 ,  790
2.9877 , 0.6765 ,  2049
2.7338 , -0.6972 ,  2824
3.9006 , 0.0619 ,  1681
1.1817 , 1.1318 ,  -104
2.5493 , -0.3714 ,  2302
3.3026 , 0.1265 ,  1730
3.1695 , 0.9200 ,  846
0.9797 , -0.7792 ,  1168
5.3159 , -1.2367 ,  4010
6.1046 , -0.1481 ,  2231
4.5920 , 0.1232 ,  1665
3.6463 , 0.7062 ,  2558
3.2591 , 0.2626 ,  -261
2.0763 , -0.9129 ,  1065
3.4221 , -0.5328 ,  3117
3.4775 , -0.2903 ,  1741
3.2207 , 0.4918 ,  1071
3.3891 , -0.8787 ,  2064
2.7206 , 0.3467 ,  1157
3.5335 , -0.3136 ,  1501
3.2503 , 0.2043 ,  943
3.4425 , -0.2708 ,  1279
1.4546 , -0.3830 ,  1659
