Bins, HIstogram data
-3.500e-03 , 0 
3.500e-03 , 35422 
1.050e-02 , 64109 
1.750e-02 , 87491 
2.450e-02 , 110283 
3.150e-02 , 134573 
3.850e-02 , 156620 
4.550e-02 , 179340 
5.250e-02 , 200311 
5.950e-02 , 221779 
6.650e-02 , 243758 
7.350e-02 , 266690 
8.050e-02 , 289318 
8.750e-02 , 311028 
9.450e-02 , 331323 
1.015e-01 , 354155 
1.085e-01 , 373863 
1.155e-01 , 394632 
1.225e-01 , 412450 
1.295e-01 , 429919 
1.365e-01 , 449391 
1.435e-01 , 468051 
1.505e-01 , 487343 
1.575e-01 , 507208 
1.645e-01 , 528489 
1.715e-01 , 545328 
1.785e-01 , 561554 
1.855e-01 , 580879 
1.925e-01 , 599435 
1.995e-01 , 618439 
2.065e-01 , 634138 
2.135e-01 , 651720 
2.205e-01 , 670004 
2.275e-01 , 688808 
2.345e-01 , 707138 
2.415e-01 , 727916 
2.485e-01 , 746607 
2.555e-01 , 765694 
2.625e-01 , 783971 
2.695e-01 , 800444 
2.765e-01 , 818582 
2.835e-01 , 835294 
2.905e-01 , 851916 
2.975e-01 , 873550 
3.045e-01 , 890380 
3.115e-01 , 908548 
3.185e-01 , 929952 
3.255e-01 , 948763 
3.325e-01 , 965793 
3.395e-01 , 977897 
3.465e-01 , 997315 
3.535e-01 , 1015470 
3.605e-01 , 1033005 
3.675e-01 , 1048363 
3.745e-01 , 1064536 
3.815e-01 , 1082287 
3.885e-01 , 1103285 
3.955e-01 , 1119316 
4.025e-01 , 1137535 
4.095e-01 , 1155836 
4.165e-01 , 1171660 
4.235e-01 , 1189805 
4.305e-01 , 1203959 
4.375e-01 , 1220218 
4.445e-01 , 1234996 
4.515e-01 , 1255883 
4.585e-01 , 1268431 
4.655e-01 , 1285576 
4.725e-01 , 1298846 
4.795e-01 , 1315505 
4.865e-01 , 1331501 
4.935e-01 , 1345176 
5.005e-01 , 1359750 
5.075e-01 , 1376729 
5.145e-01 , 1392624 
5.215e-01 , 1412848 
5.285e-01 , 1424572 
5.355e-01 , 1443439 
5.425e-01 , 1463727 
5.495e-01 , 1480631 
5.565e-01 , 1495560 
5.635e-01 , 1507687 
5.705e-01 , 1525609 
5.775e-01 , 1541079 
5.845e-01 , 1560244 
5.915e-01 , 1575922 
5.985e-01 , 1589032 
6.055e-01 , 1607819 
6.125e-01 , 1627068 
6.195e-01 , 1641806 
6.265e-01 , 1659794 
6.335e-01 , 1674386 
6.405e-01 , 1687777 
6.475e-01 , 1707740 
6.545e-01 , 1721135 
6.615e-01 , 1735712 
6.685e-01 , 1748647 
6.755e-01 , 1767519 
6.825e-01 , 1784406 
6.895e-01 , 1797878 
6.965e-01 , 1812187 
7.035e-01 , 1830568 
7.105e-01 , 1844983 
7.175e-01 , 1862210 
7.245e-01 , 1877413 
7.315e-01 , 1890446 
7.385e-01 , 1910170 
7.455e-01 , 1917445 
7.525e-01 , 1933954 
7.595e-01 , 1946437 
7.665e-01 , 1957947 
7.735e-01 , 1970168 
7.805e-01 , 1988283 
7.875e-01 , 1996756 
7.945e-01 , 2012570 
8.015e-01 , 2023492 
8.085e-01 , 2035171 
8.155e-01 , 2050626 
8.225e-01 , 2062282 
8.295e-01 , 2077869 
8.365e-01 , 2087946 
8.435e-01 , 2103106 
8.505e-01 , 2115077 
8.575e-01 , 2125155 
8.645e-01 , 2137698 
8.715e-01 , 2148358 
8.785e-01 , 2159972 
8.855e-01 , 2174162 
8.925e-01 , 2190114 
8.995e-01 , 2203816 
9.065e-01 , 2214561 
9.135e-01 , 2224348 
9.205e-01 , 2238825 
9.275e-01 , 2250099 
9.345e-01 , 2257459 
9.415e-01 , 2268168 
9.485e-01 , 2279220 
9.555e-01 , 2289889 
9.625e-01 , 2297255 
9.695e-01 , 2313466 
9.765e-01 , 2325484 
9.835e-01 , 2334437 
9.905e-01 , 2345200 
9.975e-01 , 2358495 
1.005e+00 , 2368458 
1.012e+00 , 2377363 
1.019e+00 , 2380572 
1.026e+00 , 2386102 
1.033e+00 , 2396032 
1.039e+00 , 2404602 
1.047e+00 , 2415697 
1.054e+00 , 2427390 
1.061e+00 , 2434413 
1.067e+00 , 2438722 
1.075e+00 , 2445315 
1.082e+00 , 2456675 
1.089e+00 , 2465337 
1.095e+00 , 2474315 
1.103e+00 , 2477397 
1.110e+00 , 2487199 
1.117e+00 , 2492533 
1.123e+00 , 2497502 
1.131e+00 , 2503660 
1.138e+00 , 2507657 
1.145e+00 , 2512453 
1.151e+00 , 2520418 
1.159e+00 , 2520816 
1.166e+00 , 2531570 
1.173e+00 , 2532167 
1.179e+00 , 2540413 
1.187e+00 , 2546815 
1.194e+00 , 2553264 
1.201e+00 , 2559708 
1.207e+00 , 2566885 
1.215e+00 , 2567832 
1.222e+00 , 2570659 
1.229e+00 , 2576514 
1.236e+00 , 2581826 
1.243e+00 , 2590055 
1.250e+00 , 2598789 
1.257e+00 , 2601734 
1.264e+00 , 2607256 
1.271e+00 , 2610744 
1.278e+00 , 2615145 
1.285e+00 , 2621870 
1.292e+00 , 2630760 
1.299e+00 , 2639478 
1.306e+00 , 2639354 
1.312e+00 , 2647528 
1.320e+00 , 2643970 
1.327e+00 , 2656742 
1.334e+00 , 2662873 
1.340e+00 , 2666677 
1.348e+00 , 2666835 
1.355e+00 , 2669114 
1.362e+00 , 2675077 
1.368e+00 , 2687139 
1.376e+00 , 2687687 
1.383e+00 , 2688679 
1.390e+00 , 2694015 
1.396e+00 , 2697871 
1.404e+00 , 2696812 
1.411e+00 , 2702866 
1.418e+00 , 2706653 
1.424e+00 , 2708623 
1.432e+00 , 2707208 
1.439e+00 , 2707111 
1.446e+00 , 2712679 
1.452e+00 , 2715795 
1.460e+00 , 2719827 
1.467e+00 , 2721780 
1.474e+00 , 2729681 
1.481e+00 , 2732585 
1.488e+00 , 2726565 
1.495e+00 , 2727571 
1.502e+00 , 2727392 
1.509e+00 , 2731534 
1.516e+00 , 2735747 
1.523e+00 , 2738018 
1.530e+00 , 2731828 
1.537e+00 , 2736360 
1.544e+00 , 2740432 
1.551e+00 , 2739607 
1.558e+00 , 2752012 
1.565e+00 , 2746592 
1.572e+00 , 2752387 
1.579e+00 , 2748269 
1.586e+00 , 2743858 
1.593e+00 , 2745639 
1.600e+00 , 2739127 
1.607e+00 , 2743355 
1.613e+00 , 2741960 
1.621e+00 , 2744906 
1.628e+00 , 2743346 
1.635e+00 , 2741133 
1.641e+00 , 2748027 
1.649e+00 , 2748424 
1.656e+00 , 2746713 
1.663e+00 , 2738596 
1.669e+00 , 2744949 
1.677e+00 , 2748655 
1.684e+00 , 2747328 
1.691e+00 , 2744594 
1.698e+00 , 2744865 
1.705e+00 , 2736754 
1.712e+00 , 2738209 
1.719e+00 , 2730415 
1.726e+00 , 2723005 
1.733e+00 , 2723343 
1.740e+00 , 2727090 
1.747e+00 , 2720800 
1.754e+00 , 2719614 
1.761e+00 , 2718827 
1.768e+00 , 2719391 
1.775e+00 , 2716321 
1.782e+00 , 2710593 
1.789e+00 , 2709110 
1.796e+00 , 2702411 
1.803e+00 , 2699378 
1.810e+00 , 2685339 
1.817e+00 , 2674063 
1.824e+00 , 2666574 
1.831e+00 , 2665471 
1.838e+00 , 2655190 
1.845e+00 , 2656219 
1.852e+00 , 2649491 
1.859e+00 , 2644855 
1.866e+00 , 2634037 
1.873e+00 , 2628823 
1.880e+00 , 2624359 
1.887e+00 , 2612783 
1.894e+00 , 2610908 
1.901e+00 , 2603745 
1.908e+00 , 2599548 
1.915e+00 , 2588755 
1.922e+00 , 2586328 
1.929e+00 , 2584780 
1.936e+00 , 2575553 
1.943e+00 , 2566394 
1.950e+00 , 2566440 
1.957e+00 , 2561736 
1.964e+00 , 2549075 
1.971e+00 , 2545754 
1.978e+00 , 2540815 
1.985e+00 , 2537729 
1.992e+00 , 2531626 
1.999e+00 , 2526653 
2.006e+00 , 2527039 
2.013e+00 , 2512321 
2.020e+00 , 2507754 
2.026e+00 , 2501834 
2.033e+00 , 2488355 
2.041e+00 , 2484121 
2.048e+00 , 2474030 
2.055e+00 , 2466244 
2.062e+00 , 2457548 
2.069e+00 , 2449551 
2.076e+00 , 2445920 
2.082e+00 , 2433565 
2.089e+00 , 2425328 
2.097e+00 , 2412859 
2.104e+00 , 2402267 
2.111e+00 , 2391028 
2.118e+00 , 2386482 
2.125e+00 , 2376948 
2.132e+00 , 2362427 
2.138e+00 , 2359148 
2.146e+00 , 2343733 
2.153e+00 , 2337039 
2.160e+00 , 2320998 
2.167e+00 , 2307415 
2.174e+00 , 2291981 
2.181e+00 , 2276995 
2.188e+00 , 2264425 
2.194e+00 , 2251494 
2.202e+00 , 2239320 
2.209e+00 , 2223877 
2.216e+00 , 2212643 
2.223e+00 , 2198047 
2.230e+00 , 2190535 
2.237e+00 , 2172888 
2.243e+00 , 2164052 
2.250e+00 , 2150757 
2.258e+00 , 2139589 
2.265e+00 , 2129196 
2.272e+00 , 2116544 
2.279e+00 , 2100721 
2.286e+00 , 2092420 
2.293e+00 , 2079392 
2.299e+00 , 2064979 
2.306e+00 , 2054711 
2.314e+00 , 2041129 
2.321e+00 , 2028641 
2.328e+00 , 2014320 
2.335e+00 , 2003435 
2.342e+00 , 1997189 
2.349e+00 , 1982020 
2.355e+00 , 1963460 
2.363e+00 , 1947630 
2.370e+00 , 1932998 
2.377e+00 , 1922962 
2.384e+00 , 1912982 
2.391e+00 , 1897858 
2.398e+00 , 1885416 
2.405e+00 , 1869948 
2.411e+00 , 1856181 
2.419e+00 , 1844216 
2.426e+00 , 1832403 
2.433e+00 , 1816281 
2.440e+00 , 1802796 
2.447e+00 , 1787412 
2.454e+00 , 1775463 
2.461e+00 , 1757899 
2.467e+00 , 1743448 
2.475e+00 , 1729416 
2.482e+00 , 1721871 
2.489e+00 , 1704588 
2.496e+00 , 1688012 
2.503e+00 , 1673445 
2.510e+00 , 1657672 
2.516e+00 , 1643014 
2.523e+00 , 1625105 
2.531e+00 , 1611403 
2.538e+00 , 1597584 
2.545e+00 , 1579257 
2.552e+00 , 1563377 
2.559e+00 , 1547794 
2.566e+00 , 1534524 
2.572e+00 , 1516518 
2.580e+00 , 1502270 
2.587e+00 , 1486451 
2.594e+00 , 1473212 
2.601e+00 , 1453125 
2.608e+00 , 1443961 
2.615e+00 , 1429047 
2.622e+00 , 1415643 
2.628e+00 , 1395940 
2.636e+00 , 1385991 
2.643e+00 , 1370958 
2.650e+00 , 1354457 
2.657e+00 , 1339952 
2.664e+00 , 1320489 
2.671e+00 , 1305343 
2.678e+00 , 1287590 
2.684e+00 , 1273028 
2.692e+00 , 1259511 
2.699e+00 , 1241130 
2.706e+00 , 1224527 
2.713e+00 , 1206447 
2.720e+00 , 1189301 
2.727e+00 , 1172695 
2.734e+00 , 1152850 
2.740e+00 , 1138298 
2.748e+00 , 1118971 
2.755e+00 , 1102592 
2.762e+00 , 1088928 
2.769e+00 , 1066741 
2.776e+00 , 1047547 
2.783e+00 , 1029166 
2.789e+00 , 1006618 
2.796e+00 , 992545 
2.804e+00 , 972095 
2.811e+00 , 954590 
2.818e+00 , 936094 
2.825e+00 , 915497 
2.832e+00 , 897181 
2.839e+00 , 880208 
2.845e+00 , 860048 
2.853e+00 , 839129 
2.860e+00 , 821981 
2.867e+00 , 801184 
2.874e+00 , 780156 
2.881e+00 , 762135 
2.888e+00 , 743067 
2.895e+00 , 723205 
2.901e+00 , 702580 
2.909e+00 , 684461 
2.916e+00 , 664352 
2.923e+00 , 645339 
