100
#Coord_X, Coord_Y , Coord_Z
4.3291e+07 , -8.04709e+08 , -4.64793e+08 , 
6.44469e+07 , -6.049e+08 , 4.14e+08 , 
4.73398e+08 , -6.89893e+08 , -4.14693e+08 , 
9.55596e+08 , 8.10604e+08 , -4.053e+08 , 
4.274e+08 , 3.27704e+08 , -7.924e+08 , 
-5.24804e+08 , 9.0141e+08 , -2.63191e+08 , 
-2.55306e+08 , 3.43404e+08 , 4.08409e+08 , 
-1.6169e+07 , -8.95809e+08 , -7.37901e+08 , 
-1.20901e+08 , 3.36504e+08 , 7.62798e+08 , 
2.86992e+08 , -6.38706e+08 , -8.91494e+08 , 
-6.22132e+07 , 9.77108e+08 , 3.69521e+07 , 
-7.82501e+08 , -3.78706e+08 , 9.71709e+08 , 
-9.51608e+08 , 7.25191e+08 , 9.66304e+08 , 
-6.43199e+08 , 4.23492e+08 , 4.82904e+08 , 
1.3601e+08 , 4.68907e+08 , 9.34932e+07 , 
5.70017e+07 , 6.51201e+08 , 9.89195e+08 , 
-2.02209e+08 , -2.03205e+08 , -9.8699e+08 , 
-7.77604e+08 , 3.71798e+08 , 3.32792e+08 , 
6.41893e+08 , 8.25493e+08 , -3.30094e+08 , 
1.16694e+08 , -8.47391e+08 , -7.02202e+08 , 
7.55503e+08 , 1.05897e+08 , 9.55498e+08 , 
3.03208e+08 , -5.41108e+08 , -2.84203e+08 , 
-1.68386e+07 , 3.61205e+08 , 6.38098e+08 , 
5.01794e+08 , -2.68298e+08 , 6.63902e+08 , 
-2.64704e+08 , -8.65302e+08 , -4.71106e+08 , 
6.644e+08 , 9.94791e+08 , 4.67397e+08 , 
8.73104e+08 , -6.03307e+08 , -2.82696e+08 , 
-4.3629e+08 , -6.00595e+08 , -5.2556e+07 , 
8.31999e+08 , -2.37893e+08 , 1.187e+08 , 
-4.35294e+08 , -7.7429e+08 , -2.71006e+08 , 
-9.76803e+08 , 6.74307e+08 , 3.74601e+08 , 
-9.88994e+08 , 4.52103e+08 , -2.37398e+08 , 
3.87992e+08 , 9.40597e+08 , 1.10095e+08 , 
5.64498e+08 , -7.79384e+07 , 6.00303e+08 , 
8.08597e+08 , 6.52694e+08 , -7.18109e+08 , 
-1.35109e+08 , 5.36803e+08 , 7.65007e+08 , 
-9.56402e+08 , -7.52995e+08 , 9.85604e+08 , 
-2.85442e+07 , 3.26807e+08 , 5.52826e+07 , 
6.36605e+08 , 1.51604e+08 , -4.91996e+08 , 
-6.0002e+06 , -4.61609e+08 , 5.34996e+08 , 
8.94603e+08 , -7.96995e+08 , -7.21003e+08 , 
-6.24296e+08 , 7.75461e+07 , 1.02405e+08 , 
-5.57902e+08 , -6.48399e+08 , -9.866e+08 , 
-9.32403e+08 , -4.75409e+08 , -5.33101e+08 , 
