100
#Coord_X, Coord_Y , Coord_Z
1.58909e+08 , -2.8991e+08 , -7.13603e+08 , 
3.221e+08 , -7.82907e+08 , -9.03103e+08 , 
6.706e+08 , 9.74099e+08 , -4.72102e+08 , 
6.44105e+08 , -9.40102e+08 , -8.78307e+08 , 
-8.14091e+08 , 4.66791e+08 , 9.45039e+06 , 
4.19001e+08 , 4.35694e+08 , -3.26104e+08 , 
-3.01796e+08 , 4.2661e+08 , 6.62705e+08 , 
-6.58796e+08 , -9.62309e+08 , 3.07495e+07 , 
-3.42616e+06 , -6.87597e+08 , 9.24601e+08 , 
6.31801e+08 , -7.52393e+08 , -9.12308e+08 , 
-1.51704e+08 , 5.72506e+08 , -3.17902e+08 , 
5.45197e+08 , -3.746e+08 , 1.44093e+08 , 
-4.11207e+08 , 9.41906e+08 , 4.37401e+08 , 
-5.3751e+08 , 2.91791e+08 , -3.62193e+08 , 
-1.95803e+08 , -7.60201e+08 , -1.81002e+08 , 
1.8251e+08 , 7.20003e+08 , -3.10843e+07 , 
1.2501e+08 , 7.72595e+08 , -7.42502e+08 , 
3.91992e+08 , -5.33898e+08 , -7.93102e+08 , 
-6.96591e+08 , -3.01399e+08 , -9.42209e+08 , 
7.18397e+08 , -1.47397e+08 , -9.91594e+08 , 
-9.45895e+08 , -4.46391e+08 , -2.81199e+08 , 
-6.1151e+08 , -5.68291e+08 , 6.67595e+08 , 
-1.49708e+08 , 1.82003e+08 , -9.6839e+08 , 
-7.48501e+08 , 6.8429e+08 , -2.19402e+08 , 
-4.27508e+08 , -4.00005e+08 , -4.97997e+07 , 
8.26507e+08 , 7.96401e+08 , -3.97409e+08 , 
7.60795e+08 , -2.89095e+08 , 2.19094e+08 , 
2.68595e+08 , -2.54204e+08 , -3.71318e+07 , 
-4.95398e+08 , -3.02296e+08 , -6.34302e+08 , 
-4.48196e+08 , 7.69699e+08 , 9.25008e+08 , 
8.74092e+08 , -9.75592e+08 , 1.12499e+08 , 
2.4496e+06 , -1.89909e+08 , 8.71391e+08 , 
5.71994e+08 , -3.94806e+08 , 7.6989e+08 , 
1.4551e+08 , 3.12296e+08 , -6.54404e+08 , 
-4.874e+08 , 8.67908e+08 , -8.7479e+08 , 
3.99592e+08 , -6.1341e+08 , -3.64004e+08 , 
-6.29891e+08 , 2.90795e+08 , -9.04208e+08 , 
3.13791e+08 , 2.68698e+08 , -8.30596e+08 , 
4.52909e+08 , -6.08395e+08 , -9.60407e+08 , 
5.15691e+08 , -3.68398e+08 , -8.83702e+08 , 
-9.28694e+08 , -3.17798e+08 , -9.22406e+08 , 
8.97292e+08 , 2.798e+08 , 6.0129e+08 , 
-9.46697e+08 , 9.17007e+08 , 9.73397e+08 , 
-4.70593e+08 , 8.97501e+08 , 1.32797e+08 , 
3.878e+08 , 6.0079e+08 , -5.15205e+08 , 
-3.17196e+08 , -3.82965e+07 , 5.37005e+08 , 
-5.34492e+08 , 1.73393e+08 , -5.77503e+08 , 
-9.53794e+08 , -8.53054e+07 , -4.37559e+07 , 
-9.703e+08 , 3.287e+08 , 8.97662e+07 , 
6.01095e+08 , 5.64906e+08 , -1.52583e+07 , 
9.45609e+08 , 3.78894e+08 , -1.42303e+08 , 
1.16891e+08 , -7.28499e+08 , 1.67193e+08 , 
-9.48606e+08 , -8.84891e+08 , 6.62396e+08 , 
5.34104e+08 , 8.01294e+08 , -7.89077e+07 , 
5.09492e+08 , -8.596e+08 , -8.34997e+08 , 
9.532e+08 , -9.82598e+08 , -4.0699e+08 , 
