6.67420e8   5.97400e24   734.90000e20  
85000.00000  2.08720e20  120934.83245,0.00000,0.00000,2.87029,0.00003,374569210.92597,0.00000,0.00000,233.32616,0.00284,
86000.00000  2.08982e20  123822.61790,0.00000,0.00000,2.90528,0.00003,374334462.92884,0.00000,0.00000,236.16984,0.00284,
87000.00000  2.09248e20  126745.40751,0.00000,0.00000,2.94030,0.00004,374096869.44504,0.00000,0.00000,239.01713,0.00285,
88000.00000  2.09517e20  129703.24603,0.00000,0.00000,2.97537,0.00004,373856426.83636,0.00000,0.00000,241.86809,0.00285,
89000.00000  2.09790e20  132696.17884,0.00000,0.00000,3.01049,0.00004,373613131.41364,0.00000,0.00000,244.72276,0.00285,
90000.00000  2.10067e20  135724.25196,0.00000,0.00000,3.04565,0.00004,373366979.43638,0.00000,0.00000,247.58120,0.00286,
91000.00000  2.10347e20  138787.51204,0.00000,0.00000,3.08087,0.00004,373117967.11246,0.00000,0.00000,250.44345,0.00286,
92000.00000  2.10632e20  141886.00636,0.00000,0.00000,3.11612,0.00004,372866090.59778,0.00000,0.00000,253.30958,0.00287,
93000.00000  2.10920e20  145019.78285,0.00000,0.00000,3.15143,0.00004,372611345.99591,0.00000,0.00000,256.17963,0.00287,
94000.00000  2.11212e20  148188.89011,0.00000,0.00000,3.18678,0.00004,372353729.35773,0.00000,0.00000,259.05365,0.00287,
95000.00000  2.11508e20  151393.37735,0.00000,0.00000,3.22219,0.00004,372093236.68106,0.00000,0.00000,261.93170,0.00288,
96000.00000  2.11808e20  154633.29448,0.00000,0.00000,3.25764,0.00004,371829863.91033,0.00000,0.00000,264.81384,0.00288,
97000.00000  2.12112e20  157908.69204,0.00000,0.00000,3.29315,0.00004,371563606.93618,0.00000,0.00000,267.70011,0.00289,
98000.00000  2.12420e20  161219.62126,0.00000,0.00000,3.32871,0.00004,371294461.59508,0.00000,0.00000,270.59057,0.00289,
99000.00000  2.12732e20  164566.13401,0.00000,0.00000,3.36432,0.00004,371022423.66895,0.00000,0.00000,273.48528,0.00289,
100000.00000  2.13048e20  167948.28287,0.00000,0.00000,3.39998,0.00004,370747488.88478,0.00000,0.00000,276.38429,0.00290,
101000.00000  2.13368e20  171366.12108,0.00000,0.00000,3.43570,0.00004,370469652.91420,0.00000,0.00000,279.28765,0.00290,
102000.00000  2.13692e20  174819.70258,0.00000,0.00000,3.47147,0.00004,370188911.37311,0.00000,0.00000,282.19543,0.00291,
103000.00000  2.14021e20  178309.08198,0.00000,0.00000,3.50729,0.00004,369905259.82126,0.00000,0.00000,285.10767,0.00291,
104000.00000  2.14353e20  181834.31460,0.00000,0.00000,3.54317,0.00004,369618693.76180,0.00000,0.00000,288.02444,0.00292,
105000.00000  2.14690e20  185395.45647,0.00000,0.00000,3.57911,0.00004,369329208.64090,0.00000,0.00000,290.94580,0.00292,
106000.00000  2.15031e20  188992.56432,0.00000,0.00000,3.61511,0.00004,369036799.84729,0.00000,0.00000,293.87179,0.00293,
107000.00000  2.15376e20  192625.69557,0.00000,0.00000,3.65116,0.00004,368741462.71183,0.00000,0.00000,296.80248,0.00293,
108000.00000  2.15726e20  196294.90838,0.00000,0.00000,3.68727,0.00004,368443192.50706,0.00000,0.00000,299.73793,0.00294,
109000.00000  2.16080e20  200000.26164,0.00000,0.00000,3.72344,0.00004,368141984.44672,0.00000,0.00000,302.67819,0.00294,
110000.00000  2.16438e20  203741.81494,0.00000,0.00000,3.75967,0.00004,367837833.68537,0.00000,0.00000,305.62333,0.00295,
111000.00000  2.16801e20  207519.62864,0.00000,0.00000,3.79596,0.00004,367530735.31779,0.00000,0.00000,308.57340,0.00295,
112000.00000  2.17168e20  211333.76381,0.00000,0.00000,3.83231,0.00004,367220684.37865,0.00000,0.00000,311.52847,0.00296,
113000.00000  2.17540e20  215184.28229,0.00000,0.00000,3.86873,0.00004,366907675.84189,0.00000,0.00000,314.48860,0.00296,
114000.00000  2.17916e20  219071.24664,0.00000,0.00000,3.90520,0.00004,366591704.62033,0.00000,0.00000,317.45384,0.00297,
115000.00000  2.18296e20  222994.72022,0.00000,0.00000,3.94174,0.00004,366272765.56510,0.00000,0.00000,320.42427,0.00297,
116000.00000  2.18682e20  226954.76713,0.00000,0.00000,3.97835,0.00004,365950853.46517,0.00000,0.00000,323.39993,0.00298,
117000.00000  2.19072e20  230951.45224,0.00000,0.00000,4.01502,0.00004,365625963.04683,0.00000,0.00000,326.38090,0.00298,
118000.00000  2.19466e20  234984.84121,0.00000,0.00000,4.05176,0.00004,365298088.97314,0.00000,0.00000,329.36724,0.00299,
119000.00000  2.19865e20  239055.00046,0.00000,0.00000,4.08856,0.00004,364967225.84340,0.00000,0.00000,332.35902,0.00299,
120000.00000  2.20269e20  243161.99724,0.00000,0.00000,4.12543,0.00004,364633368.19263,0.00000,0.00000,335.35629,0.00300,
121000.00000  2.20678e20  247305.89957,0.00000,0.00000,4.16237,0.00004,364296510.49101,0.00000,0.00000,338.35912,0.00300,
122000.00000  2.21092e20  251486.77627,0.00000,0.00000,4.19938,0.00004,363956647.14329,0.00000,0.00000,341.36758,0.00301,
123000.00000  2.21510e20  255704.69699,0.00000,0.00000,4.23646,0.00004,363613772.48825,0.00000,0.00000,344.38173,0.00301,
124000.00000  2.21934e20  259959.73220,0.00000,0.00000,4.27361,0.00004,363267880.79811,0.00000,0.00000,347.40165,0.00302,
125000.00000  2.22362e20  264251.95317,0.00000,0.00000,4.31083,0.00004,362918966.27795,0.00000,0.00000,350.42739,0.00303,
126000.00000  2.22795e20  268581.43203,0.00000,0.00000,4.34813,0.00004,362567023.06508,0.00000,0.00000,353.45903,0.00303,
127000.00000  2.23234e20  272948.24174,0.00000,0.00000,4.38549,0.00004,362212045.22847,0.00000,0.00000,356.49664,0.00304,
128000.00000  2.23677e20  277352.45611,0.00000,0.00000,4.42294,0.00004,361854026.76810,0.00000,0.00000,359.54028,0.00304,
129000.00000  2.24126e20  281794.14981,0.00000,0.00000,4.46045,0.00004,361492961.61436,0.00000,0.00000,362.59003,0.00305,
130000.00000  2.24580e20  286273.39836,0.00000,0.00000,4.49804,0.00004,361128843.62737,0.00000,0.00000,365.64595,0.00306,
131000.00000  2.25039e20  290790.27818,0.00000,0.00000,4.53571,0.00004,360761666.59637,0.00000,0.00000,368.70811,0.00306,
132000.00000  2.25503e20  295344.86653,0.00000,0.00000,4.57346,0.00004,360391424.23905,0.00000,0.00000,371.77660,0.00307,
133000.00000  2.25973e20  299937.24160,0.00000,0.00000,4.61129,0.00004,360018110.20084,0.00000,0.00000,374.85148,0.00307,
134000.00000  2.26448e20  304567.48246,0.00000,0.00000,4.64919,0.00004,359641718.05429,0.00000,0.00000,377.93282,0.00308,
135000.00000  2.26928e20  309235.66906,0.00000,0.00000,4.68718,0.00004,359262241.29832,0.00000,0.00000,381.02070,0.00309,
136000.00000  2.27414e20  313941.88232,0.00000,0.00000,4.72525,0.00004,358879673.35755,0.00000,0.00000,384.11519,0.00309,
137000.00000  2.27906e20  318686.20402,0.00000,0.00000,4.76340,0.00004,358494007.58156,0.00000,0.00000,387.21637,0.00310,
138000.00000  2.28403e20  323468.71693,0.00000,0.00000,4.80163,0.00004,358105237.24418,0.00000,0.00000,390.32431,0.00311,
139000.00000  2.28906e20  328289.50471,0.00000,0.00000,4.83995,0.00004,357713355.54273,0.00000,0.00000,393.43909,0.00311,
140000.00000  2.29414e20  333148.65202,0.00000,0.00000,4.87835,0.00004,357318355.59729,0.00000,0.00000,396.56080,0.00312,
141000.00000  2.29928e20  338046.24443,0.00000,0.00000,4.91684,0.00004,356920230.44990,0.00000,0.00000,399.68950,0.00313,
142000.00000  2.30448e20  342982.36852,0.00000,0.00000,4.95541,0.00004,356518973.06380,0.00000,0.00000,402.82527,0.00314,
143000.00000  2.30974e20  347957.11183,0.00000,0.00000,4.99407,0.00004,356114576.32266,0.00000,0.00000,405.96821,0.00314,
144000.00000  2.31506e20  352970.56288,0.00000,0.00000,5.03283,0.00004,355707033.02974,0.00000,0.00000,409.11838,0.00315,
145000.00000  2.32044e20  358022.81121,0.00000,0.00000,5.07167,0.00004,355296335.90705,0.00000,0.00000,412.27587,0.00316,
146000.00000  2.32588e20  363113.94737,0.00000,0.00000,5.11060,0.00004,354882477.59461,0.00000,0.00000,415.44076,0.00316,
147000.00000  2.33138e20  368244.06290,0.00000,0.00000,5.14963,0.00004,354465450.64950,0.00000,0.00000,418.61313,0.00317,
148000.00000  2.33694e20  373413.25040,0.00000,0.00000,5.18875,0.00004,354045247.54504,0.00000,0.00000,421.79308,0.00318,
149000.00000  2.34257e20  378621.60351,0.00000,0.00000,5.22796,0.00004,353621860.66995,0.00000,0.00000,424.98067,0.00319,
150000.00000  2.34825e20  383869.21690,0.00000,0.00000,5.26727,0.00004,353195282.32740,0.00000,0.00000,428.17601,0.00320,
151000.00000  2.35401e20  389156.18632,0.00000,0.00000,5.30667,0.00004,352765504.73414,0.00000,0.00000,431.37918,0.00320,
152000.00000  2.35982e20  394482.60860,0.00000,0.00000,5.34617,0.00004,352332520.01955,0.00000,0.00000,434.59025,0.00321,
153000.00000  2.36570e20  399848.58163,0.00000,0.00000,5.38577,0.00004,351896320.22475,0.00000,0.00000,437.80934,0.00322,
154000.00000  2.37165e20  405254.20444,0.00000,0.00000,5.42547,0.00004,351456897.30161,0.00000,0.00000,441.03651,0.00323,
155000.00000  2.37766e20  410699.57712,0.00000,0.00000,5.46527,0.00004,351014243.11178,0.00000,0.00000,444.27187,0.00324,
156000.00000  2.38375e20  416184.80092,0.00000,0.00000,5.50517,0.00004,350568349.42573,0.00000,0.00000,447.51550,0.00324,
157000.00000  2.38990e20  421709.97821,0.00000,0.00000,5.54518,0.00004,350119207.92172,0.00000,0.00000,450.76751,0.00325,
158000.00000  2.39611e20  427275.21251,0.00000,0.00000,5.58529,0.00004,349666810.18480,0.00000,0.00000,454.02797,0.00326,
159000.00000  2.40240e20  432880.60849,0.00000,0.00000,5.62550,0.00004,349211147.70577,0.00000,0.00000,457.29699,0.00327,
160000.00000  2.40876e20  438526.27200,0.00000,0.00000,5.66582,0.00004,348752211.88010,0.00000,0.00000,460.57466,0.00328,
161000.00000  2.41519e20  444212.31008,0.00000,0.00000,5.70625,0.00004,348289994.00691,0.00000,0.00000,463.86108,0.00329,
162000.00000  2.42169e20  449938.83097,0.00000,0.00000,5.74679,0.00004,347824485.28780,0.00000,0.00000,467.15635,0.00330,
163000.00000  2.42827e20  455705.94410,0.00000,0.00000,5.78744,0.00004,347355676.82582,0.00000,0.00000,470.46057,0.00330,
